effect_size_id,study_id,reference,es,weight,sample_size,se,var,ci_lo,ci_hi,higher_group_n,lower_group_n,cognitive_level,stimuli,response,subgroup,age_group,design,year,effect_size_type,rob_1_participants,rob_2_confounding,rob_3_measurment,rob_4_blinding,rob_5_incomplete,rob_6_selective
435,54,Lyons et al. (2008),0.3852889958579732,4.852812414133641,20,0.4539450116256759,0.20606607357983506,-0.5044268778899674,1.275004869605914,11,9,Decision-making skills,General,Specific,Decision-making skills mixed,Adulthood,Cross-sectional,2008,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
436,54,Lyons et al. (2008),0.15766605027042752,4.933454815636649,20,0.4502196256427326,0.2026977113138823,-0.724748201122434,1.040080301663289,11,9,Decision-making skills,General,Specific,Decision-making skills mixed,Adulthood,Cross-sectional,2008,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
437,54,Lyons et al. (2008),0.30272706817412176,4.889547363440382,20,0.4522365624783343,0.20451790844222037,-0.5836403067756113,1.1890944431238548,11,9,Decision-making skills,General,Specific,Decision-making skills mixed,Adulthood,Cross-sectional,2008,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
438,55,MacIntyre et al. (2002),0.3267609218012995,7.257918705634841,31,0.3711880193548713,0.1377805457125923,-0.4007542276270046,1.0542760712296035,19,12,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2002,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
440,57,McRobert et al. (2009),2.4058249987505356,2.7952549482238824,20,0.5981213261122639,0.3577491207502931,1.233528741185162,3.5781212563159093,10,10,Decision-making skills,Specific,Specific,Decision-making skills specific,Adulthood,Cross-sectional,2009,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
441,58,Millard et al. (2020),1.2446899891443575,16.702192914070235,80,0.24468832735984633,0.059872377546159324,0.7651096800817121,1.7242702982070028,40,40,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2020,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Low risk,Low risk
442,58,Millard et al. (2020),1.989491996349377,13.293939689433172,80,0.2742667422010192,0.07522224587756032,1.4519390594782475,2.5270449332205063,40,40,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2020,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Low risk,Low risk
443,58,Millard et al. (2020),0.06393094489026455,19.989587489876726,80,0.22366502818928477,0.05002604483491355,-0.3744444549618694,0.5023063447423985,40,40,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2020,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Low risk,Low risk
444,59,Moore & Müller (2014),0.6898502358557508,2.7312811463635236,12,0.6050855707178512,0.36612854789094773,-0.4960956903161011,1.8757961620276027,5,7,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2014,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
445,59,Moore & Müller (2014),0.5192895983378871,2.8086438042671587,12,0.5966939954381781,0.35604372419197655,-0.6502091425122491,1.6887883391880234,5,7,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2014,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
446,59,Moore & Müller (2014),0.9769795313370907,2.5671825441399188,12,0.6241250652534841,0.38953209707766584,-0.24628311840844896,2.2002421810826305,5,7,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2014,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
447,59,Moore & Müller (2014),0.0651843192053671,2.9149001825995673,12,0.5857174410095422,0.34306492070276645,-1.0828007702902989,1.2131694087010332,5,7,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2014,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
448,59,Moore & Müller (2014),0.12570515550840206,2.9101080075933377,12,0.5861995031677532,0.3436298575141206,-1.023224758455667,1.2746350694724713,5,7,Decision-making skills,General,General,Decision-making skills general,Adulthood,Cross-sectional,2014,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
449,59,Moore & Müller (2014),1.3902302369711235,2.2863987466906077,12,0.6613388156691722,0.4373690291107033,0.09402997668117274,2.686430497261074,5,7,Decision-making skills,General,General,Decision-making skills general,Adulthood,Cross-sectional,2014,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
450,59,Moore & Müller (2014),-0.6330377111488367,2.758975702074202,12,0.6020409912556874,0.3624533551521308,-1.8130163712267775,0.546940948929104,5,7,Decision-making skills,General,General,Decision-making skills general,Adulthood,Cross-sectional,2014,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
451,59,Moore & Müller (2014),-0.3589925696503283,2.8640228739070146,12,0.5908969644053347,0.34915922254343934,-1.5171293384588302,0.7991441991581738,5,7,Decision-making skills,General,General,Decision-making skills general,Adulthood,Cross-sectional,2014,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
452,60,Moran et al. (2016),1.0267982130571716,2.1523098829186718,10,0.681628279271737,0.4646171111029491,-0.3091686651594425,2.3627650912737854,5,5,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2016,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Low risk,Low risk
453,60,Moran et al. (2016),1.9177462752394867,1.5989690735130089,10,0.7908242316098012,0.6254029653012324,0.36775926318271446,3.4677332872962587,5,5,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2016,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Low risk,Low risk
454,60,Moran et al. (2016),2.5051801223638854,1.2744686732973387,10,0.8857994729739856,0.7846407063209908,0.769045057810313,4.241315186917458,5,5,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2016,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Low risk,Low risk
455,60,Moran et al. (2016),1.3912241822756939,1.9281801964123029,10,0.7201553492882096,0.5186237271084232,-0.020254365603059377,2.802702730154447,5,5,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2016,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Low risk,Low risk
456,60,Moran et al. (2016),0.6721684915759664,2.338138391331968,10,0.6539806423983453,0.42769068063175236,-0.6096100141111583,1.953946997263091,5,5,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2016,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Low risk,Low risk
457,61,Moreau et al. (2011),1.694957313721644,10.959925243625683,60,0.30206207682495106,0.09124149825580263,1.1029265220493691,2.286988105393919,30,30,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2011,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
519,64,Müller et al. (2015),0.3827738761457843,7.630789344374184,34,0.3620055823783307,0.13104804167307438,-0.3267440275181913,1.0922917798097598,22,12,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk
520,64,Müller et al. (2015),0.6843833658568719,7.352230374304391,34,0.3687996044844641,0.13601314826789715,-0.03845057644529415,1.407217308159038,22,12,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk
521,64,Müller et al. (2015),0.3057720089048751,7.6787126962173,34,0.36087416395607247,0.13023016221099426,-0.4015283554000293,1.0130723732097795,22,12,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk
522,64,Müller et al. (2015),-0.0786697984428864,7.758954139935824,34,0.35900327259737047,0.12888334973562188,-0.7823032830657476,0.6249636861799749,22,12,Decision-making skills,General,General,Decision-making skills general,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk
523,64,Müller et al. (2015),0.012839543473431416,7.7645525634273325,34,0.358873824393067,0.12879042183450587,-0.6905402273311316,0.7162193142779945,22,12,Decision-making skills,General,General,Decision-making skills general,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk
524,64,Müller et al. (2015),-0.05412498446671696,7.7619822506327205,34,0.3589332384449597,0.12883306966058633,-0.7576212046731654,0.6493712357397314,22,12,Decision-making skills,General,General,Decision-making skills general,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk
525,64,Müller et al. (2015),0.03312377727727391,7.7636855825115925,34,0.35889386178818194,0.12880480402923464,-0.6702952661000585,0.7365428206546063,22,12,Decision-making skills,General,General,Decision-making skills general,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk
573,68,Murr et al. (2021),0.46090617705185216,33.5910181623904,138,0.17253945270650914,0.0297698627402617,0.1227350638348424,0.7990772902688619,70,68,Decision-making skills,Specific,Specific,Decision-making skills specific,Adolescence,Cross-sectional,2021,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk
574,68,Murr et al. (2021),0,34.492753623188406,138,0.17026918875314895,0.028991596638655463,-0.3337214776330243,0.3337214776330243,70,68,Decision-making skills,Specific,Specific,Decision-making skills specific,Adolescence,Cross-sectional,2021,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk
575,68,Murr et al. (2021),0.520642453550979,12.756679612517079,86,0.2799826861790471,0.07839030456003476,-0.028113527654733517,1.0693984347566916,16,70,Decision-making skills,Specific,Specific,Decision-making skills specific,Adolescence,Prospective,2021,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk
576,68,Murr et al. (2021),0.23473274270915692,12.968171156702297,86,0.27769025104108935,0.07711187552326322,-0.3095301481892644,0.7789956336075782,16,70,Decision-making skills,Specific,Specific,Decision-making skills specific,Adolescence,Prospective,2021,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk
577,69,Musculus (2018),-0.36473758308797305,41.53987559372108,169,0.1551555818223478,0.024073254570631263,-0.6688369354601321,-0.06063823071581398,86,83,Decision-making skills,Specific,General,Decision-making skills mixed,Late childhood,Cross-sectional,2018,Mean and Standard Deviation,Unclear risk,Low risk,Low risk,Low risk,Low risk,Low risk
578,69,Musculus (2018),0.14656642854463062,42.122589785227746,169,0.15407865108249497,0.023740230719401224,-0.1554221783635729,0.44855503545283415,86,83,Decision-making skills,Specific,General,Decision-making skills mixed,Late childhood,Cross-sectional,2018,Mean and Standard Deviation,Unclear risk,Low risk,Low risk,Low risk,Low risk,Low risk
579,69,Musculus (2018),0.13827985533298467,42.13509650433901,169,0.15405578224407168,0.023733184042832832,-0.1636639294755409,0.4402236401415103,86,83,Decision-making skills,Specific,General,Decision-making skills mixed,Late childhood,Cross-sectional,2018,Mean and Standard Deviation,Unclear risk,Low risk,Low risk,Low risk,Low risk,Low risk
580,69,Musculus (2018),0.03948085362519159,42.228386617713774,169,0.15388551966903705,0.02368075316380959,-0.26212922266835104,0.34109092991873424,86,83,Decision-making skills,Specific,General,Decision-making skills mixed,Late childhood,Cross-sectional,2018,Mean and Standard Deviation,Unclear risk,Low risk,Low risk,Low risk,Low risk,Low risk
581,70,North et al. (2011),2.1071370735353865,2.9072924457955485,19,0.5864832863698,0.3439626451911208,0.957650954715888,3.256623192354885,11,8,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2011,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
582,70,North et al. (2011),-0.39300976757872785,4.537951819536699,19,0.4694291557954913,0.22036373231086767,-1.3130740062309325,0.5270544710734769,11,8,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2011,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
583,70,North et al. (2011),0.6490484830189347,4.384837066615997,19,0.4775548607328047,0.2280586450095285,-0.28694184465940353,1.5850388106972728,11,8,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2011,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
584,70,North et al. (2011),0.3589527269644045,4.553212960080909,19,0.46864179559126484,0.21962513257500485,-0.5595683140446562,1.2774737679734653,11,8,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,2011,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
585,71,O'Connor et al. (2016),0.8098712939579095,17.36354188915467,127,0.23998320022628003,0.05759193639084682,0.3395128646197362,1.2802297232960829,22,105,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Prospective,2016,Mean and Standard Deviation,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,Low risk
586,71,O'Connor et al. (2016),0.3365193182062413,18.04089841127806,127,0.23543494229113357,0.05542961205162939,-0.12492468938664641,0.797963325799129,22,105,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Prospective,2016,Mean and Standard Deviation,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,Low risk
587,71,O'Connor et al. (2016),0.3161370070534046,18.058167675823096,127,0.23532234058974774,0.055376603980637235,-0.14508630526016897,0.7773603193669781,22,105,Higher cognitive functions,Specific,General,Higher cognitive functions mixed,Adolescence,Prospective,2016,Mean and Standard Deviation,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,Low risk
588,71,O'Connor et al. (2016),-0.04877443636511419,18.18584070917162,127,0.23449484972218201,0.05498783454622872,-0.5083758963807231,0.4108270236504947,22,105,Higher cognitive functions,Specific,General,Higher cognitive functions mixed,Adolescence,Prospective,2016,Mean and Standard Deviation,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,Low risk
589,72,Ottoboni et al. (2015),-2.2429680552113034,3.0129878542832396,21,0.5761045556588733,0.33189645905090787,-3.372112235632146,-1.113823874790461,13,8,Basic cognitive functions,Specific,General,Basic cognitive functions mixed,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
590,72,Ottoboni et al. (2015),0.08511558671362048,4.947794761158488,21,0.4495667277484823,0.202110242698478,-0.7960190083209283,0.9662501817481693,13,8,Basic cognitive functions,Specific,General,Basic cognitive functions mixed,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
591,72,Ottoboni et al. (2015),-0.480295096455445,4.810403270915922,21,0.4559416398901511,0.2078827789857202,-1.3739242896922716,0.4133340967813818,13,8,Basic cognitive functions,Specific,General,Basic cognitive functions mixed,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
592,72,Ottoboni et al. (2015),-0.7954356571717176,4.581495607336871,21,0.4671930383738851,0.21826933510502247,-1.7111171862123715,0.12024587186893643,13,8,Basic cognitive functions,Specific,General,Basic cognitive functions mixed,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
593,72,Ottoboni et al. (2015),0.035993987937296315,4.951560177072295,21,0.449395758640105,0.20195654788371553,-0.844805513802364,0.9167934896769567,13,8,Basic cognitive functions,Specific,General,Basic cognitive functions mixed,Adulthood,Cross-sectional,2015,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
594,73,Patócs et al. (2016),0.4557027671765255,11.19191404870816,48,0.29891507416994983,0.08935022156602661,-0.130160012632695,1.041565546985746,19,29,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2016,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
595,73,Patócs et al. (2016),0.04856074962064863,11.475822015217334,48,0.2951943888648152,0.08713972721727173,-0.5300096209927007,0.6271311202339979,19,29,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2016,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
596,74,Paull & Glencross (1997),1.1173149597058325,6.438658643113656,30,0.3940962474708254,0.15531185227058603,0.34490050822063056,1.8897294111910345,15,15,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,1997,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
597,74,Paull & Glencross (1997),1.1287850922140348,6.419910033248582,30,0.39467128435714166,0.15576542269611576,0.35524358914187093,1.9023265952861985,15,15,Decision-making skills,Specific,General,Decision-making skills mixed,Adulthood,Cross-sectional,1997,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
600,77,Práxedes et al. (2018),1.906791341597149,3.1648401273659577,19,0.5621136244316094,0.3159717267716404,0.8050688824919205,3.008513800702377,10,9,Decision-making skills,Specific,Specific,Decision-making skills specific,Late childhood,Cross-sectional,2018,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
601,77,Práxedes et al. (2018),2.6172474989341796,2.4469646220078114,19,0.639272694725783,0.40866957822196404,1.3642960409717768,3.8701989568965827,10,9,Decision-making skills,Specific,Specific,Decision-making skills specific,Late childhood,Cross-sectional,2018,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
602,77,Práxedes et al. (2018),0.7196964246497676,4.423809162842499,19,0.4754466679376498,0.2260495340530138,-0.21216192107760024,1.6515547703771354,10,9,Decision-making skills,Specific,Specific,Decision-making skills specific,Late childhood,Cross-sectional,2018,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
603,77,Práxedes et al. (2018),1.80409953141522,3.278891053573545,19,0.5522509944808041,0.30498116090503713,0.721707471806416,2.886491591024024,10,9,Decision-making skills,Specific,Specific,Decision-making skills specific,Late childhood,Cross-sectional,2018,Mean and Standard Deviation,Low risk,Low risk,Low risk,Low risk,Unclear risk,Low risk
604,78,Przednowek et al. (2019),0.22596171718393826,5.7947623375223465,24,0.4154150109108984,0.17256963129010183,-0.5882367428387361,1.0401601772066125,10,14,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
605,78,Przednowek et al. (2019),0.49772435158259665,5.967306581401711,26,0.4093651093078903,0.16757979271866094,-0.30461651918817056,1.3000652223533637,10,16,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
606,78,Przednowek et al. (2019),0.2979345526144146,7.380546624496325,30,0.3680914552033735,0.13549131939373713,-0.42351144260113593,1.0193805478299651,14,16,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
607,78,Przednowek et al. (2019),0.23210709836709642,5.792650642411277,24,0.41549072322020036,0.17263254108204515,-0.582239755054996,1.0464539517891889,10,14,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
608,78,Przednowek et al. (2019),0.40124600047673237,6.031314511141978,26,0.40718710118652607,0.1658013353726862,-0.3968260528181253,1.19931805377159,10,16,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
609,78,Przednowek et al. (2019),0.21700859115794358,7.420728426600857,30,0.3670935306347833,0.13475766023391056,-0.5024815078438825,0.9364986901597696,14,16,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
610,78,Przednowek et al. (2019),0.25007998227597816,5.786159221773261,24,0.4157237248460179,0.17282621539984758,-0.5647235459410559,1.0648835104930123,10,14,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
611,78,Przednowek et al. (2019),0.3128876112442903,6.078752020562697,26,0.40559518115116006,0.16450745097304234,-0.48206433611498223,1.1078395586035628,10,16,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
612,78,Przednowek et al. (2019),0.02648714406686099,7.4659781238681635,30,0.36597940224129066,0.13394092286489243,-0.690819303409566,0.7437935915432881,14,16,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
613,78,Przednowek et al. (2019),-0.7261819620371978,5.458110929187883,24,0.42803454539716856,0.18321357205336075,-1.5651142551546227,0.11275033108022725,10,14,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
614,78,Przednowek et al. (2019),-0.40574969264184135,6.028604713179008,26,0.40727860418485173,0.1658758614267611,-1.2040010885178947,0.39250170323421196,10,16,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
615,78,Przednowek et al. (2019),0.2315354904138985,7.414416691267604,30,0.3672497468559324,0.13487237656574644,-0.4882607867551808,0.9513317675829779,14,16,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
616,78,Przednowek et al. (2019),-0.7070541816421448,5.47642396923202,24,0.4273182770958713,0.18260090994018383,-1.5445826146857593,0.13047425140146973,10,14,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
617,78,Przednowek et al. (2019),-0.16909241713199882,6.131723071085494,26,0.4038394425840791,0.16308629538661973,-0.9606031801335247,0.622418345869527,10,16,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
618,78,Przednowek et al. (2019),0.3741027131181885,7.33178119612555,30,0.3693135585505178,0.13639250452924673,-0.34973856064315073,1.0979439868795278,14,16,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
619,78,Przednowek et al. (2019),-0.5534944237824811,5.609310904443904,24,0.42222626346772757,0.17827501756191888,-1.381042693506147,0.27405384594118465,10,14,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
620,78,Przednowek et al. (2019),-0.24853494490144845,6.106250816701118,26,0.4046808750671292,0.1637666106450974,-1.0416948852651746,0.5446249954622777,10,16,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
621,78,Przednowek et al. (2019),0.4035311723864435,7.310187454157051,30,0.36985861851896157,0.13679539769275473,-0.3213783992824601,1.128440744055347,14,16,Higher cognitive functions,General,General,Higher cognitive functions general,Adulthood,Cross-sectional,2019,Mean and Standard Deviation,High risk,High risk,Low risk,Low risk,Unclear risk,Low risk
622,79,Qiu et al. (2018),0.18160291613287224,10.431618030513791,42,0.3096165462699059,0.09586240572410479,-0.4252343635738224,0.7884401958395669,22,20,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2018,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
623,79,Qiu et al. (2018),0.8598851516004132,9.560342283664799,42,0.3234173239550248,0.10459876543422948,0.22599884467224152,1.493771458528585,22,20,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2018,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
624,79,Qiu et al. (2018),1.2478492903917429,8.717513583255414,42,0.33869102128207595,0.11471160789709561,0.5840270867917852,1.9116714939917006,22,20,Basic cognitive functions,General,General,Basic cognitive functions general,Adulthood,Cross-sectional,2018,Mean and Standard Deviation,Low risk,High risk,Low risk,Low risk,Unclear risk,Low risk
625,80,Raab & Johnson (2007),0.20050267706571218,12.446503759493186,51,0.2834499029866506,0.08034384750314166,-0.35504892420949524,0.7560542783409196,29,22,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Cross-sectional,2007,Mean and Standard Deviation,High risk,Low risk,Low risk,Low risk,Low risk,Low risk
626,80,Raab & Johnson (2007),0.6327319498453134,10.588309142583565,47,0.3073170768749385,0.09444378573895684,0.030401547336307067,1.2350623523543198,29,18,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Cross-sectional,2007,Mean and Standard Deviation,High risk,Low risk,Low risk,Low risk,Low risk,Low risk
627,80,Raab & Johnson (2007),0.5195172049570206,9.567365044558697,40,0.3232986026834636,0.10452198649708007,-0.11413641255469242,1.1531708224687336,22,18,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Cross-sectional,2007,Mean and Standard Deviation,High risk,Low risk,Low risk,Low risk,Low risk,Low risk
628,80,Raab & Johnson (2007),0.6228162430835519,11.924633973590756,51,0.2895859394904728,0.08386001635057978,0.05523823125302996,1.1903942549140738,29,22,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Cross-sectional,2007,Mean and Standard Deviation,High risk,Low risk,Low risk,Low risk,Low risk,Low risk
629,80,Raab & Johnson (2007),0.6552554321550645,10.552640402450212,47,0.307836016466482,0.0947630130339522,0.051907926736480925,1.2586029375736483,29,18,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Cross-sectional,2007,Mean and Standard Deviation,High risk,Low risk,Low risk,Low risk,Low risk,Low risk
630,80,Raab & Johnson (2007),0.13980986979372642,9.875134662375986,40,0.31822074393786787,0.10126444187237008,-0.4838913274580372,0.7635110670454901,22,18,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Cross-sectional,2007,Mean and Standard Deviation,High risk,Low risk,Low risk,Low risk,Low risk,Low risk
631,80,Raab & Johnson (2007),0.4195255168843489,12.23733270788783,51,0.28586212390302995,0.08171715388235125,-0.14075395050971617,0.979804984278414,29,22,Decision-making skills,Specific,General,Decision-making skills mixed,Adolescence,Cross-sectional,2007,Mean and Standard Deviation,High risk,Low risk,Low risk,Low risk,Low risk,Low risk
