ID,SampleID,ArticleID,Reference, YearPub,PubStatus  (0=published; 1=unpublished),StudyDesign (1=correlational; 2=experiment),WorkSetting (0=student; 1=work),CMV/same-source effect (0=no CMV; 1=CMV),PM.Construct,PM.Measure,PM.Autonomy (1=discretionary; 2=obligatory; 3=unclear),PM.Generality (1=global; 2=contextual; 3=situational; 4=unclear),note.generality,Ipsative (0=normative measure; 1=ipsative measure),DV,DV.Dimension (wb=well-being; pb=prosocial behavior; perf=job performance; career=career success),WB.Generality (1=others; 2=situational),PB.Type (1=affliative; 2=challenging),DV.Objectivity (1=objective; 2=subjective),N,Pct.Female,Country,Individualism.con,Individualistic.bin (1=individualistic culture; 0=collectivist culture),ES_uncorrected,Rxx,Ryy,ES_corrected
311,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,0,prosocial_OCBO,Tolentino (2009),1,3,,0,OCBO Frequency (supervisor),pb,,1,2,107,0.746,StudyResponse.com,,,0.15,0.93,0.85,0.168709804
312,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,0,prosocial_OCBO,Tolentino (2009),1,3,,0,OCBO Effectiveness (supervisor),pb,,1,2,107,0.746,StudyResponse.com,,,0.12,0.93,0.88,0.132647306
313,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,affective commitment,wb,2,,2,224,0.746,StudyResponse.com,,,0.37,0.95,0.86,0.409346137
314,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,continuance commitment,wb,2,,2,224,0.746,StudyResponse.com,,,0.12,0.95,0.81,0.136797114
315,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,job satisafaction,wb,2,,2,224,0.746,StudyResponse.com,,,0.21,0.95,0.85,0.233694251
316,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI Frequency (self),pb,,1,2,224,0.746,StudyResponse.com,,,0.41,0.95,0.8,0.470302254
317,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI Effectiveness (self),pb,,1,2,224,0.746,StudyResponse.com,,,0.32,0.95,0.85,0.356105526
318,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO Frequency (self),pb,,1,2,224,0.746,StudyResponse.com,,,0.32,0.95,0.8,0.367065174
319,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO Effectiveness (self),pb,,1,2,224,0.746,StudyResponse.com,,,0.28,0.95,0.81,0.319193265
320,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI Frequency (supervisor),pb,,1,2,107,0.746,StudyResponse.com,,,0.28,0.95,0.83,0.315324113
321,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI Effectiveness (supervisor),pb,,1,2,107,0.746,StudyResponse.com,,,0.2,0.95,0.89,0.217506976
322,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO Frequency (supervisor),pb,,1,2,107,0.746,StudyResponse.com,,,0.27,0.95,0.85,0.300464037
323,109,86,"Tolentino, A. L. (2009). Are all good soldiers created equal? examining the"" why"" that underlies organizational citizenship behavior: The development of an OCB motives scale.",2009,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO Effectiveness (supervisor),pb,,1,2,107,0.746,StudyResponse.com,,,0.16,0.95,0.88,0.174991456
324,110,87,"Tang, T. L. P., Sutarso, T., Davis, G. M. T. W., Dolinski, D., Ibrahim, A. H. S., & Wagner, S. L. (2008). To help or not to help? The Good Samaritan Effect and the love of money on helping behavior. Journal of Business Ethics, 82(4), 865-887.",2009,0,1,1,1,helping motive_concern for people,"Tang et al., (2008)",3,1,,0,helping,pb,,1,2,737,0.55,mixed-country sample,,,0.36,0.78,0.7,0.487198766
325,111,88,"Campbell, J. W., Im, T., & Jeong, J. (2014). Internal efficiency and turnover intention: Evidence from local government in South Korea. Public Personnel Management, 43(2), 259-282.",2014,0,1,1,1,public service motivation,Perry (1996),3,1,,0,turnover intention,wb,2,,2,1407,0.33,SK,18,0,0.22,0.854,0.771,0.271123122
326,112,89,"Guzman, F. A., & Espejo, A. (2015). Dispositional and situational differences in motives to engage in citizenship behavior. Journal of Business Research, 68(2), 208-215.",2015,0,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,affective commitment,wb,2,,2,192,0.46,Chile,23,0,0.24,0.7,0.84,0.312984319
327,113,90,"Long, D. M., Baer, M. D., Colquitt, J. A., Outlaw, R., & Dhensa_Kahlon, R. K. (2015). What will the boss think? The impression management implications of supportive relationships with star and project peers. Personnel Psychology, 68(3), 463-498.",2015,0,1,1,0,prosocial motives for star,Rioux and Penner’s (2001),1,3,,0,promotability,career,,,2,204,0.5,US,91,1,0.2,0.92,0.91,0.218582498
328,113,90,"Long, D. M., Baer, M. D., Colquitt, J. A., Outlaw, R., & Dhensa_Kahlon, R. K. (2015). What will the boss think? The impression management implications of supportive relationships with star and project peers. Personnel Psychology, 68(3), 463-498.",2015,0,1,1,0,prosocial motives for star,Rioux and Penner’s (2001),1,3,,0,performance,perf,,,2,204,0.5,US,91,1,0.25,0.92,0.93,0.270274219
329,113,90,"Long, D. M., Baer, M. D., Colquitt, J. A., Outlaw, R., & Dhensa_Kahlon, R. K. (2015). What will the boss think? The impression management implications of supportive relationships with star and project peers. Personnel Psychology, 68(3), 463-498.",2015,0,1,1,0,prosocial motives for star,Rioux and Penner’s (2001),1,3,,0,citizenship,pb,,1,2,204,0.5,US,91,1,0.28,0.92,0.9,0.307710888
330,113,90,"Long, D. M., Baer, M. D., Colquitt, J. A., Outlaw, R., & Dhensa_Kahlon, R. K. (2015). What will the boss think? The impression management implications of supportive relationships with star and project peers. Personnel Psychology, 68(3), 463-498.",2015,0,1,1,0,prosocial motives for project,Rioux and Penner’s (2001),1,3,,0,promotability,career,,,2,204,0.5,US,91,1,0.17,0.93,0.91,0.184793525
331,113,90,"Long, D. M., Baer, M. D., Colquitt, J. A., Outlaw, R., & Dhensa_Kahlon, R. K. (2015). What will the boss think? The impression management implications of supportive relationships with star and project peers. Personnel Psychology, 68(3), 463-498.",2015,0,1,1,0,prosocial motives for project,Rioux and Penner’s (2001),1,3,,0,performance,perf,,,2,204,0.5,US,91,1,0.24,0.93,0.93,0.258064516
332,113,90,"Long, D. M., Baer, M. D., Colquitt, J. A., Outlaw, R., & Dhensa_Kahlon, R. K. (2015). What will the boss think? The impression management implications of supportive relationships with star and project peers. Personnel Psychology, 68(3), 463-498.",2015,0,1,1,0,prosocial motives for project,Rioux and Penner’s (2001),1,3,,0,citizenship,pb,,1,2,204,0.5,US,91,1,0.24,0.93,0.9,0.262330334
333,114,91,"Shao, B., Cardona, P., Ng, I., & Trau, R. N. (2017). Are prosocially motivated employees more committed to their organization? The roles of supervisors’ prosocial motivation and perceived corporate social responsibility. Asia Pacific Journal of Management, 34(4), 951-974.",2017,0,1,1,1,prosocial motivation,Grant (2008),1,2,,0,commitment,wb,2,,2,216,0.426,CHINA,20,0,0.62,0.8,0.92,0.722691226
334,115,92,"Kim, Y. J., Van Dyne, L., Kamdar, D., & Johnson, R. E. (2013). Why and when do motives matter? An integrative model of motives, role cognitions, and social support as predictors of OCB. Organizational Behavior and Human Decision Processes, 121(2), 231-245.",2013,0,1,1,1,prosocial motives,Rioux and Penner’s (2001),1,3,,0,Job Satisfaction,wb,2,,2,247,0.15,India,48,0,0.15,0.78,0.91,0.178042327
335,115,92,"Kim, Y. J., Van Dyne, L., Kamdar, D., & Johnson, R. E. (2013). Why and when do motives matter? An integrative model of motives, role cognitions, and social support as predictors of OCB. Organizational Behavior and Human Decision Processes, 121(2), 231-245.",2013,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,helping,pb,,1,2,247,0.15,India,48,0,0.32,0.78,0.93,0.375717309
336,115,92,"Kim, Y. J., Van Dyne, L., Kamdar, D., & Johnson, R. E. (2013). Why and when do motives matter? An integrative model of motives, role cognitions, and social support as predictors of OCB. Organizational Behavior and Human Decision Processes, 121(2), 231-245.",2013,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,voice,pb,,2,2,247,0.15,India,48,0,0.28,0.78,0.92,0.330534515
337,116,92,"Kim, Y. J., Van Dyne, L., Kamdar, D., & Johnson, R. E. (2013). Why and when do motives matter? An integrative model of motives, role cognitions, and social support as predictors of OCB. Organizational Behavior and Human Decision Processes, 121(2), 231-245.",2013,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,helping,pb,,1,2,281,0.43,Malasia,26,0,0.33,0.92,0.88,0.366757235
338,116,92,"Kim, Y. J., Van Dyne, L., Kamdar, D., & Johnson, R. E. (2013). Why and when do motives matter? An integrative model of motives, role cognitions, and social support as predictors of OCB. Organizational Behavior and Human Decision Processes, 121(2), 231-245.",2013,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,voice,pb,,2,2,281,0.43,Malasia,26,0,0.31,0.92,0.92,0.336956522
339,117,93,"Cai, Z., Huo, Y., Lan, J., Chen, Z., & Lam, W. (2018). When Do Frontline Hospitality Employees Take Charge? Prosocial Motivation, Taking Charge, and Job Performance: The Moderating Role of Job Autonomy. Cornell Hospitality Quarterly.",2018,0,1,1,1,prosocial motivation,Grant (2008),1,2,,0,taking charge,pb,,2,2,185,0.61,CHINA,20,0,0.22,0.75,0.89,0.269275627
340,117,93,"Cai, Z., Huo, Y., Lan, J., Chen, Z., & Lam, W. (2018). When Do Frontline Hospitality Employees Take Charge? Prosocial Motivation, Taking Charge, and Job Performance: The Moderating Role of Job Autonomy. Cornell Hospitality Quarterly.",2018,0,1,1,0,prosocial motivation,Grant (2008),1,2,,0,job performance,perf,,,2,185,0.61,CHINA,20,0,0.04,0.75,0.82,0.051006137
341,118,94,"Mitchell, T. D., & Bommer, W. H. (2018). The interactive effects of motives and task coordination on leadership emergence. Group Dynamics: Theory, Research, and Practice, 22(4), 223-235.",2018,0,1,0,0,prosocial motivation,Grant & Sumanth (2009),1,2,,0,leadership emergence,career,,,2,187,0.69,US,91,1,0.22,0.89,0.83,0.255969742
342,119,95,"Wu, C. H., Parker, S. K., Wu, L. Z., & Lee, C. (2018). When and why people engage in different forms of proactive behavior: Interactive effects of self-construals and work characteristics. Academy of Management Journal, 61(1), 293-323.",2018,0,1,1,1,prosocial motivation,Grant (2008),1,2,,0,commitment,wb,2,,2,205,0.4,CHINA,20,0,0.22,0.75,0.85,0.275538688
343,119,95,"Wu, C. H., Parker, S. K., Wu, L. Z., & Lee, C. (2018). When and why people engage in different forms of proactive behavior: Interactive effects of self-construals and work characteristics. Academy of Management Journal, 61(1), 293-323.",2018,0,1,1,0,prosocial motivation,Grant (2008),1,2,,0,proactive behavior,pb,,2,2,205,0.4,CHINA,20,0,0.19,0.75,0.84,0.2393775
344,120,96,"Shim, D. C., & Faerman, S. (2017). Government employees’ organizational citizenship behavior: The impacts of public service motivation, organizational identification, and subjective OCB norms. International Public Management Journal, 20(4), 531-559.",2017,0,1,1,1,public service motivation,Commitment to Public Interest,3,2,,0,OCB,pb,,1,2,452,0.1792,SK,18,0,0.65,0.77,0.86,0.798764525
345,120,96,"Shim, D. C., & Faerman, S. (2017). Government employees’ organizational citizenship behavior: The impacts of public service motivation, organizational identification, and subjective OCB norms. International Public Management Journal, 20(4), 531-559.",2017,0,1,1,1,public service motivation,Commitment to Public Interest,3,2,,0,organizational identification,wb,2,,2,452,0.1792,SK,18,0,0.68,0.77,0.71,0.919674989
346,120,96,"Shim, D. C., & Faerman, S. (2017). Government employees’ organizational citizenship behavior: The impacts of public service motivation, organizational identification, and subjective OCB norms. International Public Management Journal, 20(4), 531-559.",2017,0,1,1,1,public service motivation,Commitment to Public Interest,3,2,,0,job satisafaction,wb,2,,2,452,0.1792,SK,18,0,0.65,0.77,0.97,0.752111323
347,121,97,"Aranya, N., Barak, A., & Amernic, J. (1981). A test of Holland's theory in a population of accountants. Journal of Vocational Behavior, 19(1), 15-24.",1981,0,1,1,1,social interests,SDS,1,2,,0,vocational satisfaction,wb,1,,2,761,,US,91,1,0.04,0.875,0.595,0.055436714
348,121,97,"Aranya, N., Barak, A., & Amernic, J. (1981). A test of Holland's theory in a population of accountants. Journal of Vocational Behavior, 19(1), 15-24.",1981,0,1,1,1,social interests,SDS,1,2,,0,org commitment,wb,2,,2,761,,US,91,1,0.08,0.875,0.851,0.092708847
349,121,97,"Aranya, N., Barak, A., & Amernic, J. (1981). A test of Holland's theory in a population of accountants. Journal of Vocational Behavior, 19(1), 15-24.",1981,0,1,1,1,social interests,SDS,1,2,,0,professional commitment,wb,1,,2,761,,US,91,1,0.03,0.875,0.87,0.034384095
350,122,97,"Aranya, N., Barak, A., & Amernic, J. (1981). A test of Holland's theory in a population of accountants. Journal of Vocational Behavior, 19(1), 15-24.",1981,0,1,1,1,social interests,SDS,1,2,,0,org commitment,wb,2,,2,1062,,Canada,80,1,0.06,0.875,0.91,0.067239818
351,122,97,"Aranya, N., Barak, A., & Amernic, J. (1981). A test of Holland's theory in a population of accountants. Journal of Vocational Behavior, 19(1), 15-24.",1981,0,1,1,1,social interests,SDS,1,2,,0,professional commitment,wb,1,,2,1062,,Canada,80,1,0.14,0.875,0.87,0.160459111
352,123,97,"Aranya, N., Barak, A., & Amernic, J. (1981). A test of Holland's theory in a population of accountants. Journal of Vocational Behavior, 19(1), 15-24.",1981,0,1,1,1,social interests,SDS,1,2,,0,org commitment,wb,2,,2,121,,Canada,80,1,-0.04,0.875,0.851,-0.046354424
353,123,97,"Aranya, N., Barak, A., & Amernic, J. (1981). A test of Holland's theory in a population of accountants. Journal of Vocational Behavior, 19(1), 15-24.",1981,0,1,1,1,social interests,SDS,1,2,,0,professional commitment,wb,1,,2,121,,Canada,80,1,0.04,0.875,0.87,0.04584546
354,124,98,"Brayfield, A. H. & Marsh, M. M. (1957). Aptitudes, interests, and personality characteristics  of farmers. Journal of Applied Psychology, 41, 98-103. 
",1957,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,task performance,perf,,,2,50,0,US,91,1,-0.1,0.895,0.86,-0.113982783
355,124,98,"Brayfield, A. H. & Marsh, M. M. (1957). Aptitudes, interests, and personality characteristics  of farmers. Journal of Applied Psychology, 41, 98-103. 
",1957,0,1,1,1,social interests,Kuder Preference Record-Form C,1,2,,0,Job Satisfaction,wb,2,,2,50,0,US,91,1,0.16,0.895,0.6,0.218339766
356,125,99,"Doty, M. S., & Betz, N. E. (1979). Comparison of the concurrent validity of Holland's theory for men and women in an enterprising occupation. Journal of Vocational Behavior, 15(2), 207-216.",1979,0,1,1,1,social interests,SDS (1972),1,2,,0,Job Satisfaction,wb,2,,2,88,0.489,US,91,1,0.22,0.697,0.843,0.28700701
357,125,99,"Doty, M. S., & Betz, N. E. (1979). Comparison of the concurrent validity of Holland's theory for men and women in an enterprising occupation. Journal of Vocational Behavior, 15(2), 207-216.",1979,0,1,1,1,social interests,SCII (1974),1,2,,0,Job Satisfaction,wb,2,,2,88,0.489,US,91,1,0.3,0.82,0.843,0.360828258
358,126,100,"Gellatly, I. R., Paunonen, S. V., Meyer, J. P., Jackson, D. N., & Goffin, R. D. (1991). Personality, vocational interest, and cognitive predictors of managerial job performance and satisfaction. Personality and Individual Differences, 12(3), 221-231.",1991,0,1,1,0,social interests,Career Directions Inventory (1986),1,2,,0,performance,perf,,,2,61,0.45,Canada,80,1,-0.04,0.87,0.6,-0.055363653
359,126,100,"Gellatly, I. R., Paunonen, S. V., Meyer, J. P., Jackson, D. N., & Goffin, R. D. (1991). Personality, vocational interest, and cognitive predictors of managerial job performance and satisfaction. Personality and Individual Differences, 12(3), 221-231.",1991,0,1,1,0,social interests,Career Directions Inventory (1986),1,2,,0,promotability,career,,,2,61,0.45,Canada,80,1,0.25,0.87,0.6,0.346022833
360,126,100,"Gellatly, I. R., Paunonen, S. V., Meyer, J. P., Jackson, D. N., & Goffin, R. D. (1991). Personality, vocational interest, and cognitive predictors of managerial job performance and satisfaction. Personality and Individual Differences, 12(3), 221-231.",1991,0,1,1,1,social interests,Career Directions Inventory (1986),1,2,,0,Job Satisfaction,wb,2,,2,61,0.45,Canada,80,1,-0.12,0.87,0.89,-0.136372442
361,127,101,"Gottfredson, G. D., & Holland, J. L. (1990). A longitudinal test of the influence of congruence: Job satisfaction, competency utilization, and counterproductive behavior. Journal of Counseling Psychology, 37(4), 389.",1990,0,1,1,1,social interests,VPI (1985),1,2,,0,Job Satisfaction,wb,2,,2,74,0.75,US,91,1,-0.31,0.86,0.92,-0.348512657
362,127,101,"Gottfredson, G. D., & Holland, J. L. (1990). A longitudinal test of the influence of congruence: Job satisfaction, competency utilization, and counterproductive behavior. Journal of Counseling Psychology, 37(4), 389.",1990,0,1,1,1,social interests,VPI (1985),1,2,,0,JDI work satisfaction,wb,2,,2,74,0.75,US,91,1,-0.39,0.86,0.82,-0.464417371
363,127,101,"Gottfredson, G. D., & Holland, J. L. (1990). A longitudinal test of the influence of congruence: Job satisfaction, competency utilization, and counterproductive behavior. Journal of Counseling Psychology, 37(4), 389.",1990,0,1,1,1,social interests,VPI (1985),1,2,,0,JDI supervision,wb,2,,2,74,0.75,US,91,1,-0.13,0.86,0.87,-0.150291528
364,127,101,"Gottfredson, G. D., & Holland, J. L. (1990). A longitudinal test of the influence of congruence: Job satisfaction, competency utilization, and counterproductive behavior. Journal of Counseling Psychology, 37(4), 389.",1990,0,1,1,1,social interests,VPI (1985),1,2,,0,JDI people,wb,2,,2,74,0.75,US,91,1,-0.15,0.86,0.91,-0.169559192
365,127,101,"Gottfredson, G. D., & Holland, J. L. (1990). A longitudinal test of the influence of congruence: Job satisfaction, competency utilization, and counterproductive behavior. Journal of Counseling Psychology, 37(4), 389.",1990,0,1,1,1,social interests,VPI (1985),1,2,,0,JDI pay,wb,2,,2,74,0.75,US,91,1,-0.16,0.86,0.67,-0.21078192
366,127,101,"Gottfredson, G. D., & Holland, J. L. (1990). A longitudinal test of the influence of congruence: Job satisfaction, competency utilization, and counterproductive behavior. Journal of Counseling Psychology, 37(4), 389.",1990,0,1,1,1,social interests,VPI (1985),1,2,,0,JDI promotion,wb,2,,2,74,0.75,US,91,1,-0.21,0.86,0.85,-0.245618235
367,128,102,"Wiggins, J. D. (1976). The relation of job satisfaction to vocational preferences among teachers of the educable mentally retarded. Journal of Vocational Behavior, 8(1), 13-18.",1976,0,1,1,1,social interests,VPI (1965),1,2,,0,Job Satisfaction,wb,2,,2,110,1,US,91,1,0.56,0.9,0.843,0.642914151
368,129,103,"Wiggins, J. D., Lederer, D. A., Salkowe, A., & Rys, G. S. (1983). Job satisfaction related to tested congruence and differentiation. Journal of Vocational Behavior, 23(1), 112-121.",1983,0,1,1,1,social interests,VPI (1975),1,2,,0,Job Satisfaction,wb,2,,2,247,0.54,US,91,1,0.38,0.89,0.843,0.438707244
369,130,104,"Comrey & High, 1955",1955,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Productivity,perf,,,1,214,,US,91,1,-0.13,0.895,0.99,-0.138106538
370,130,104,"Comrey & High, 1955",1955,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Production-Quality,perf,,,1,214,,US,91,1,0.1,0.895,0.99,0.106235798
371,130,104,"Comrey & High, 1955",1955,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Production Errors,perf,,,1,214,,US,91,1,0.11,0.895,0.95,0.11929421
372,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Overall,perf,,,2,100,,US,91,1,-0.04,0.895,0.858,-0.045646221
373,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Productivity,perf,,,2,100,,US,91,1,-0.1,0.895,0.858,-0.114115553
374,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Interviewing,perf,,,2,100,,US,91,1,0.09,0.895,0.858,0.102703998
375,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Use of Resources,perf,,,2,100,,US,91,1,0.05,0.895,0.858,0.057057776
376,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Case History,perf,,,2,100,,US,91,1,-0.05,0.895,0.858,-0.057057776
377,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Imparting Information,perf,,,2,100,,US,91,1,-0.09,0.895,0.858,-0.102703998
378,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Work after hours,pb,,1,2,100,,US,91,1,-0.09,0.895,0.845,-0.103491013
379,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Overall,perf,,,2,100,,US,91,1,-0.02,0.895,0.858,-0.022823111
380,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Productivity,perf,,,2,100,,US,91,1,-0.03,0.895,0.858,-0.034234666
381,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Interviewing,perf,,,2,100,,US,91,1,0,0.895,0.858,0
382,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Use of Resources,perf,,,2,100,,US,91,1,0.13,0.895,0.858,0.148350219
383,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Case History,perf,,,2,100,,US,91,1,-0.07,0.895,0.858,-0.079880887
384,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Imparting Information,perf,,,2,100,,US,91,1,-0.07,0.895,0.858,-0.079880887
385,131,105,"Dimichael, 1949",1949,0,1,1,0,social interests,Kuder Preference Record-Form C,1,2,,0,Supervisor Ratings-Work after hours,pb,,1,2,100,,US,91,1,0.1,0.895,0.845,0.114990014
386,131,105,"Dimichael, 1949",1949,0,1,1,1,social interests,Kuder Preference Record-Form C,1,2,,0,job satisafaction_job as a whole,wb,2,,2,100,,US,91,1,0.13,0.895,0.843,0.149664241
387,132,105,"Dimichael, 1949",1949,0,1,1,1,social interests,Kuder Preference Record-Form C,1,2,,0,job satisafaction_job as a whole,wb,2,,2,46,,US,91,1,0.29,0.895,0.843,0.333866384
388,133,106,"Grimsley & Jarret, 1975",1975,0,1,1,0,social interests,Kuder Preference Record-Form CH,1,2,,0,Managerial Achievement (Org. Level),career,,,1,100,0,US,91,1,-0.012,0.893,1,-0.01269859
389,134,107,"Grimsley & Jarret, 1973",1973,0,1,1,0,social interests,Kuder Preference Record-Form CH,1,2,,0,Managerial Achievement (Org. Level),career,,,1,100,0,US,91,1,0.053,0.893,1,0.056085441
390,135,108,"Ronan, 1964",1964,0,1,1,0,social interests,Kuder Preference Record - Vocational,1,2,,0,Training Performance,perf,,,2,135,,US,91,1,0.32,0.893,0.858,0.365578465
391,136,109,"Webster, Winn, & Oliver, 1951",1951,0,1,1,0,social interests,Kuder Preference Record (Form BB),1,2,,0,Supervisor Ratings,perf,,,2,25,0,Canada,80,1,-0.1131,0.893,0.858,-0.129209139
392,137,109,"Webster, Winn, & Oliver, 1951",1951,0,1,1,0,social interests,Kuder Preference Record (Form BB),1,2,,0,Supervisor Ratings,perf,,,2,52,0,Canada,80,1,-0.2321,0.893,0.858,-0.26515863
393,138,110,"Mayeske, 1964",1964,0,1,1,0,social interests,"Kuder Preference Record, Vocational, Form C",1,2,,0,Organizational Level,career,,,1,125,0,US,91,1,-0.13,0.895,1,-0.13741427
394,139,111,"Robbins & King, 1961",1961,0,1,1,0,social interests,Kuder Preference Record,1,2,,0,Organizational Level,career,,,1,270,0,US,91,1,0.12,0.893,1,0.126985904
395,140,112,"Gough, Bradley, & McDonald (1991)",1991,0,1,1,0,social interests_social service,Strong Interest Inventory,1,2,,0,faculty supervisor rating,perf,,,2,94,0.170212766,US,91,1,0.05,0.9,0.858,0.056899062
396,140,112,"Gough, Bradley, & McDonald (1991)",1991,0,1,1,0,social interests_social,Strong Interest Inventory,1,2,,0,faculty supervisor rating,perf,,,2,94,0.170212766,US,91,1,0.03,0.92,0.858,0.033766317
397,141,113,"Miner, 1960",1960,0,1,1,0,social interests,"Kuder Preference Record, Vocational, Form C",1,2,,0,Supervisor Ratings of performance,perf,,,2,420,0,US,91,1,0.02,0.86,0.858,0.023282903
398,142,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Academic grades (final average),perf,,,1,167,0,US,91,1,0.16,0.82,1,0.176690442
399,142,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of General Suitability,perf,,,2,167,0,US,91,1,0.1,0.82,0.858,0.119220086
400,142,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Work Quality,perf,,,2,167,0,US,91,1,0.02,0.82,0.858,0.023844017
401,142,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Relation with Others,pb,,1,2,167,0,US,91,1,0.06,0.82,0.845,0.072080198
402,142,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Supervisor ratings,perf,,,2,167,0,US,91,1,-0.07,0.82,0.858,-0.08345406
403,142,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Academic grades (final average),perf,,,1,167,0,US,91,1,0.16,0.82,1,0.176690442
